Object Number	Is Public Domain	Department	Object Name	Title	Culture	Artist Role	Artist Prefix	Artist Display Name	Artist Suffix	Artist Alpha Sort	Artist Nationality	Artist Begin Date	Artist End Date	Object Date	Object Begin Date	Object End Date	Medium	Dimensions	Credit Line	Acquisition Date	City	State	County	Country	Region	Classification	Rights and Reproduction	Link Resource	Repository
2000.44	True	Musical Instruments	Double Whistle	Double Whistle	Mayan									7th–9th century	600	899	Pottery, paint	"Height: 8 1/2 in. (21.6 cm)
Diameter: 5 in. (12.7 cm)"	Purchase, Gift of Elizabeth M. Riley, by exchange, 2000					Mexico		Aerophone, Whistle Flute		http://www.metmuseum.org/art/collection/search/503940	Metropolitan Museum of Art, New York, NY
52.96.1	True	Musical Instruments	Cornetto in A	Cornetto in A	German									ca. 1575	1560	1580	Ivory, gilt ferrule	Height (along center axis without mouthpiece): 22 5/8 in. (57.5 cm)	Funds from various donors, 1952					Germany		Aerophone, Lip Vibrated		http://www.metmuseum.org/art/collection/search/503951	Metropolitan Museum of Art, New York, NY
89.4.2375	True	Musical Instruments	Natural Trumpet	Natural Trumpet	German	Maker		Johann Wilhelm Haas		Haas Johann Wilhelm	German	1649	1723	late 17th century	1675	1699	Brass	"L. w/o crook and mouthpiece: 65.3 cm (25-3/4 in.); Diam. of bell: 11.3 cm (4-1/2 in.); L. of tube, ca.: 144-153 cm (56-3/5 - 60-1/4  in.*)

*Baines table - see Published References"	The Crosby Brown Collection of Musical Instruments, 1889		Nürnberg			Germany		Aerophone, Lip Vibrated		http://www.metmuseum.org/art/collection/search/503971	Metropolitan Museum of Art, New York, NY
43.34 a-g	True	Musical Instruments	Transverse Flute in D-flat	Transverse Flute in D-flat	German									1760–90	1760	1790	Hard-paste porcelain, gold-plated brass	Height: 24 5/16 in. (61.7 cm)	Gift of R. Thornton Wilson, in memory of Florence Ellsworth Wilson, 1943			South Germany or Saxony		Germany		Aerophone, Blow Hole, side, blown flute (transverse)		http://www.metmuseum.org/art/collection/search/504019	Metropolitan Museum of Art, New York, NY
1985.124	True	Musical Instruments	Cittern	Cittern	German	Maker		Joachim Tielke		Tielke Joachim	German	1641	1719	ca. 1685	1680	1690	Cypress, ivory, ebony, parchment, brass	"Height: 24 7/8 in. (63.2 cm)
Width: 9 5/16 in. (23.6 cm)"	Purchase, The Vincent Astor Foundation Gift and Rogers Fund, 1985		Hamburg			Germany		Chordophone, Lute, plucked		http://www.metmuseum.org/art/collection/search/504210	Metropolitan Museum of Art, New York, NY
2005.365	True	Musical Instruments	Transverse Flute	Transverse Flute	French	Manufacturer		Garion		Garion	French			ca. 1720–40	1720	1740	Rosewood, ivory, silver	L. 65.8 cm (25 7/8 in.); external diameter from head to foot 2.9 cm (1 1/8 in.) to 2.5 cm (1 in.); diameter of mount 3.6 cm (1 7/16 in.)	Purchase, Robert Alonzo Lehman Bequest, 2005		Paris			France		Aerophone, Blow Hole, side, blown flute (transverse)		http://www.metmuseum.org/art/collection/search/504256	Metropolitan Museum of Art, New York, NY
1980.111a,b	True	Musical Instruments	English Horn	English Horn	German	Maker		H. Grenser		Grenser H.				before 1807	1780	1807	Wood, ivory, brass	Total L.: 63.7 cm (25-1/8 in.)	Rogers Fund, 1980		Dresden			Germany		Aerophone, Reed Vibrated, double reed		http://www.metmuseum.org/art/collection/search/504284	Metropolitan Museum of Art, New York, NY
2006.86a–c	True	Musical Instruments	Walking-Stick Flute/Oboe	Walking-Stick Flute/Oboe	German	Maker		Georg Henrich Scherer		Scherer, Georg Henrich	German	1703-11-17	1778-05-11	ca. 1750–57	1750	1757	Narwhal (narwhahl) tusk, ivory, gilt brass	Height: 42 5/16 in. (107.5 cm)	Purchase, Amati Gifts, 2006		Butzbach			Germany		Aerophone		http://www.metmuseum.org/art/collection/search/504497	Metropolitan Museum of Art, New York, NY
89.4.2883	True	Musical Instruments	Regal	Regal	German	Maker	possibly	Georg Voll		Voll, Georg	German	1540	1575	ca. 1575	1575	1575	Wood, various materials	27 × 11 1/2 × 5 1/2 in. (68.6 × 29.2 × 14 cm)	The Crosby Brown Collection of Musical Instruments, 1889		Nürnberg			Germany		Aerophone, Organ		http://www.metmuseum.org/art/collection/search/505399	Metropolitan Museum of Art, New York, NY
1984.114.1	True	Musical Instruments	Violoncello	Violoncello	French	Maker		Jean Baptiste Vuillaume		Vuillaume Jean Baptiste	French	1798	1875	mid-19th century	1840	1860	Spruce and maple	Body L.: 75.5 cm (29-1/2 in.); Upper bouts: 34.2 cm (13-1/2 in.) Middle bouts; 23.6 cm (9-1/2 in.; Lower bouts: 43.9 cm (17-1/2 in.)	Gift of Dr. Peter Blos, 1984		Paris			France		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/505461	Metropolitan Museum of Art, New York, NY
89.4.3133	False	Musical Instruments	Tenor Recorder	Tenor Recorder	possibly German										0	0	Wood	Length:  56.5 cm (22-1/4 in.)	The Crosby Brown Collection of Musical Instruments, 1889					Germany		Aerophone, Whistle Flute, recorder		http://www.metmuseum.org/art/collection/search/505501	Metropolitan Museum of Art, New York, NY
2007.194a–f	True	Musical Instruments	Koto	Koto	Japanese	Maker|Maker	Workshop of	Metalwork by Goto Teijo, 9th generation Goto master, Japan|Gotō Yūjō		Teijo Goto|Gotō Yūjō	Japanese|Japanese	1603      |1415	1673      |1537	early 17th century	1600	1625	Various woods, ivory and tortoiseshell inlays, gold and silver inlays, metalwork, cloth, laquer, paper,	5 1/8 × 74 5/8 × 9 1/2 in. (13 × 189.5 × 24.2 cm)	Purchase, Amati Gifts, 2007					Japan		Chordophone, Zither, plucked, long zither		http://www.metmuseum.org/art/collection/search/505626	Metropolitan Museum of Art, New York, NY
2007.442	True	Musical Instruments	Painting	Portrait of Monsieur Aublet	French	Artist		Guillaume Voiriot		Voiriot, Guillaume	French	1713	1799	ca. 1782	1780	1785	Oil on canvas	50 3/4 × 38 1/4 in. (128.9 × 97.2 cm)	Gift of The Bradford & Dorothea Endicott Foundation, 2007		Paris			France		Paintings		http://www.metmuseum.org/art/collection/search/505722	Metropolitan Museum of Art, New York, NY
2008.1	True	Musical Instruments	Viola d'Amore	Viola d'Amore	Italian	Maker		Giovanni Grancino		Grancino Giovanni	Italian	1637	1709	1701	1701	1701	Spruce, maple, ebony, bone, iron	"Height: 23 1/2 in. (59.7 cm)
Width: 8 1/2 in. (21.6 cm)"	Purchase, Amati Gifts, 2008		Milan			Italy		Chordophone, Lute, bowed, fretted		http://www.metmuseum.org/art/collection/search/505786	Metropolitan Museum of Art, New York, NY
2008.268	True	Musical Instruments	Hardanger Fiddle	Hardanger Fiddle	Norwegian									1786	1786	1786	Wood, mother-of-pearl, ebony, bone	Height: 24 7/16 in. (62 cm)	Purchase, Frederick M. Lehman Bequest, 2008					Norway		Chordophone, Lute, bowed, unfretted		http://www.metmuseum.org/art/collection/search/505825	Metropolitan Museum of Art, New York, NY
2010.138.1-.4	True	Musical Instruments	Kettle Drums	Kettle Drums	Hanoverian (German)	Maker		Franz Peter Bunsen		Bunsen Franz Peter	Hanoverian (German)	1725	1795	1779	1779	1779	Silver, iron, calfskin, textiles, gilding,	"Height: 16 1/8 in. (41 cm)
Diameter: 20 7/8 in. (53 cm)
Weight: 52.9 lb. (24 kg)"	Purchase, Robert Alonzo Lehman Bequest, Acquisitions Fund, and Frederick M. Lehman Bequest, 2010		Hanover			Germany		Membranophone, single, headed / kettle drum		http://www.metmuseum.org/art/collection/search/506174	Metropolitan Museum of Art, New York, NY
2010.185	True	Musical Instruments	Clarinet in D	Clarinet in D	German									1750–70	1750	1770	Boxwood, brass	"L. 53.3  x Diam. 3 cm (21 x 1 3/16 in.)
Section L. 112 mm (barrel/ mouthpiece);  242 mm (middle section); 179 mm (stock/ bell)"	Purchase, Barbara Kahn Gift, in memory of Richard S. Kahn, 2010					Germany		Aerophone, Reed Vibrated, single reed cylindrical		http://www.metmuseum.org/art/collection/search/506724	Metropolitan Museum of Art, New York, NY
14.3.17	True	Egyptian Art	Statue, guardian figure	Guardian Figure										ca. 1919–1885 B.C.	-1919	-1885	Cedar wood, plaster, paint	H. 57.6 cm (22 11/16 in.); W. 11 cm (4 5/16 in.); D. 26 cm (10 1/4 in.)	Rogers Fund and Edward S. Harkness Gift, 1914					Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/543864	Metropolitan Museum of Art, New York, NY
19.2.16	True	Egyptian Art	Dish, libation	Libation Dish Depicting Ka-Arms Presenting an Ankh-Sign										ca. 3100–2900 B.C.	-3100	-2900	Greywacke	w. 14.5 x h. (depth) 3.5 x l. 17.6 cm (5 11/16 x 1 3/8 x 6 15/16 in.)	Rogers Fund, 1919					Egypt				http://www.metmuseum.org/art/collection/search/543866	Metropolitan Museum of Art, New York, NY
26.7.1287a–k	True	Egyptian Art	Game box, hounds and jackals, Reniseneb	Game of Hounds and Jackals										ca. 1814–1805 B.C.	-1814	-1805	Ebony, ivory	"Board: H. 6.8 cm (2 11/16 in.); W. 10.1 cm (4 in.); D. 15.6 cm (6 1/8 in.); Average height with pins: H. 14 cm (5 1/2 in.); Jackal pins: H. 7 cm (2 3/4 in.) to 8.5 cm (3 3/8 in.) Bottom (2012.508): L. 12.9 cm (5 1/16 in); W. 7.4 cm (2 15/16 in); Th. 0.3 cm (1/8 in)
Hound pins: H. 6 cm (2 3/8 in.) to 6.8 cm (2 11/16 in.)"	Purchase, Edward S. Harkness Gift, 1926 (26.7.1287a-k); Gift of Lord Carnarvon, 2012 (2012.508)					Egypt	Upper Egypt, Thebes			http://www.metmuseum.org/art/collection/search/543867	Metropolitan Museum of Art, New York, NY
18.2.4	True	Egyptian Art	Statue group, King Sahure, Nome God	King Sahure and a Nome God										ca. 2458–2446 B.C.	-2458	-2458	Gneiss	H: 64 cm (25 3/16 in); W: 46 cm (18 1/8 in); D: 41.5 cm (16 5/16 in)	Rogers Fund, 1918					Egypt				http://www.metmuseum.org/art/collection/search/543882	Metropolitan Museum of Art, New York, NY
26.7.1392	True	Egyptian Art	Head fragment, King Khafre	Fragmentary Face of King Khafre										ca. 2520–2494 B.C.	-2520	-2520	Travertine (Egyptian alabaster)	H. 8.5 cm (3 3/8 in)	Purchase, Edward S. Harkness Gift, 1926				|	Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/543896	Metropolitan Museum of Art, New York, NY
48.111	True	Egyptian Art	Statue, standing pair, Memi, Sabu	The Royal Acquaintances Memi and Sabu										ca. 2575–2465 B.C.	-2575	-2575	Limestone, paint	h. 62 cm (24.7/16 in); w. 24.5 cm (9 5/8 in); d. 15.2 cm (6 in)	Rogers Fund, 1948				|	Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/543899	Metropolitan Museum of Art, New York, NY
52.19	True	Egyptian Art	Statue group, Nikare, wife, daughter	Nikare with his Wife and Daughter										ca. 2420–2389 B.C. or later	-2420	-2420	Limestone, paint	h. 57 cm (22 7/16 in); w. 22.5 cm (8 7/8 in); d. 32.5 cm (12 13/16 in)	Rogers Fund, 1952				|	Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/543901	Metropolitan Museum of Art, New York, NY
62.2	True	Egyptian Art	Statue, striding man	Striding Figure										ca. 2575–2465 B.C.	-2575	-2575	Quartzite, paint	h. 89.5 cm (35 1/4 in)	Harris Brisbane Dick Fund, 1962				|	Egypt	Southern Upper Egypt			http://www.metmuseum.org/art/collection/search/543903	Metropolitan Museum of Art, New York, NY
13.183.3	True	Egyptian Art	Mastaba, Perneb	Mastaba Tomb of Perneb										ca. 2381–2323 B.C.	-2381	-2323	Limestone, paint	H. 482.2 cm (15 ft. 9 13/16 in.)	Gift of Edward S. Harkness, 1913					Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/543937	Metropolitan Museum of Art, New York, NY
1990.59.1	True	Egyptian Art	Vessel, cat	Cosmetic Vessel in the Shape of a Cat										ca. 1990–1900 B.C.	-1990	-1990	Travertine (Egyptian alabaster), copper, quartz crystal, paint	h. 14 (5 1/2 in.); l. 13.7 cm (5 3/8 in.); w. 6.2 cm (2 7/16 in.)	Purchase, Lila Acheson Wallace Gift, 1990					Egypt				http://www.metmuseum.org/art/collection/search/544039	Metropolitan Museum of Art, New York, NY
1985.328.2	True	Egyptian Art	Talatat, Akhenaten, duck	Akhenaten Sacrificing a Duck										ca. 1353–1336 B.C.	-1353	-1336	Limestone, paint	H. 24.5 cm (9 5/8 in); w. 54.5 cm (21 7/16 in); th. 7 cm (2 3/4 in)	Gift of Norbert Schimmel, 1985				||	Egypt	Middle Egypt			http://www.metmuseum.org/art/collection/search/544056	Metropolitan Museum of Art, New York, NY
1985.328.13	True	Egyptian Art	Talatat, foreigners	Foreigners in a Procession										ca. 1353–1336 B.C.	-1353	-1353	Limestone, paint	24.1 cm (9 1/2 in); w. 53.5 cm (21 1/16 in)	Gift of Norbert Schimmel, 1985				||	Egypt	Middle Egypt			http://www.metmuseum.org/art/collection/search/544060	Metropolitan Museum of Art, New York, NY
1989.281.92	True	Egyptian Art	Protome, whip handle, lion, Nubian	Handle Depicting a Lion Subduing a Nubian										ca. 1279–1213 B.C.	-1279	-1279	Egyptian blue, bone, gold	h. 3 cm (1 3/16 in); l. 4.3 cm (1 11/16 in); w. 3 cm ( 1 3/16 in)	Gift of Norbert Schimmel Trust, 1989				|	Egypt	Eastern Delta			http://www.metmuseum.org/art/collection/search/544066	Metropolitan Museum of Art, New York, NY
30.8.224	True	Egyptian Art	Comb, ornamental (teeth missing)	Hair Comb Decorated with Rows of Wild Animals										ca. 3200–3100 B.C.	-3200	-3100	Ivory	h. 5.5 cm (2 3/16 in); w. 3.9 cm (1 9/16 in); th. 0.5 cm (3/16 in)	Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915					Egypt				http://www.metmuseum.org/art/collection/search/544067	Metropolitan Museum of Art, New York, NY
26.7.1292	True	Egyptian Art	Figurine, Gazelle	Gazelle										ca. 1390–1353 B.C.	-1390	-1353	Elephant Ivory, wood, blue-pigment inlay	H. 11.5 cm (4 1/2 in); w. 10 cm (3 15/16 in)	Purchase, Edward S. Harkness Gift, 1926					Egypt				http://www.metmuseum.org/art/collection/search/544068	Metropolitan Museum of Art, New York, NY
1992.55	True	Egyptian Art	Head, antelope	Antelope Head										525–404 B.C.	-525	-525	Greywacke, travertine (Egyptian alabaster), agate	h. 9 cm (3 9/16 in); w. 15 cm (5 7/8 in)	Purchase, Rogers and Fletcher Funds and Joseph Pulitzer Bequest, 1992				|	Egypt	Memphite Region			http://www.metmuseum.org/art/collection/search/544070	Metropolitan Museum of Art, New York, NY
26.7.1453	True	Egyptian Art	Ostracon, figured, pharaoh, Lion, hieratic	Artist's Sketch of Pharaoh Spearing a Lion										ca. 1186–1070 B.C.	-1186	-1186	Limestone, ink	H. 14 cm (5 1/2 in.), W. 12.5 cm (4 15/16 in.), Th. 1.5 cm (9/16 in.)	Purchase, Edward S. Harkness Gift, 1926					Egypt	Upper Egypt, Thebes			http://www.metmuseum.org/art/collection/search/544076	Metropolitan Museum of Art, New York, NY
66.99.2	True	Egyptian Art	Statuette, animal, lion	Lion Cub										ca. 3100–2900 B.C.	-3100	-2900	Quartzite	L. 23.4 x H. 12 x W. 12.5 cm (9 3/16 x 4 3/4 x 4 15/16 in.)	Purchase, Fletcher Fund and The Guide Foundation Inc. Gift, 1966				|	Egypt	Southern Upper Egypt			http://www.metmuseum.org/art/collection/search/544077	Metropolitan Museum of Art, New York, NY
26.7.860	True	Egyptian Art	Statuette, Thoth	Striding Thoth										332–30 B.C.	-332	-30	Faience	H. 14.1 cm (5 9/16 in.); W. 3.6 cm (1 7/16 in.); D. 5.4 cm (2 1/8 in.)	Purchase, Edward S. Harkness Gift, 1926					Egypt				http://www.metmuseum.org/art/collection/search/544092	Metropolitan Museum of Art, New York, NY
56.16.1	True	Egyptian Art	Statuette, cat	Cat Statuette intended to contain a mummified cat										332–30 B.C.	-332	-30	Leaded bronze	"h. (including tangs) 32 cm (12 5/8 in); w. 11.9 (4 11/16 in); d. 23.3 cm (9 3/16 in)
h. (cat alone) 27.4 cm (10 13/16 in)"	Harris Brisbane Dick Fund, 1956					Egypt				http://www.metmuseum.org/art/collection/search/544118	Metropolitan Museum of Art, New York, NY
26.7.1394	True	Egyptian Art	Head, Senwosret III	Face of Senwosret III										ca. 1878–1840 B.C.	-1878	-1878	Red quartzite	H. 16.5 cm (6 1/2 in.); W. 12.6 cm (4 15/16 in.); D. 11.4 cm (4 1/2 in.)	Purchase, Edward S. Harkness Gift, 1926					Egypt				http://www.metmuseum.org/art/collection/search/544184	Metropolitan Museum of Art, New York, NY
17.9.2	True	Egyptian Art	Sphinx, Senwosret III	Senwosret III as a Sphinx										ca. 1878–1840 B.C.	-1878	-1840	Gneiss	L. 73 × W. 29.5 × H. 42.5 cm, 114.3 kg (28 3/4 × 11 5/8 × 16 3/4 in., 252 lb.)	Gift of Edward S. Harkness, 1917				|	Egypt	Upper Egypt, Thebes			http://www.metmuseum.org/art/collection/search/544186	Metropolitan Museum of Art, New York, NY
20.3.7	True	Egyptian Art	Statue, standing woman, offering	Estate Figure										ca. 1981–1975 B.C.	-1981	-1981	Wood, gesso, paint	H. 112 cm (44 1/8 in.); W. 17 cm (6 11/16 in.); D. 46.7 cm (18 3/8 in.)	Rogers Fund and Edward S. Harkness Gift, 1920					Egypt	Upper Egypt, Thebes			http://www.metmuseum.org/art/collection/search/544210	Metropolitan Museum of Art, New York, NY
20.3.1	True	Egyptian Art	Travelling boat, Meketre	Travelling Boat being Rowed										ca. 1981–1975 B.C.	-1981	-1981	Wood, paint, gesso, linen twine and linen fabric	l. 128 cm (50 3/8 in), with rudder 175 cm (68 7/8 in) x w. with oars 30.5 cm (12 in) x h. 37 cm (14 9/16 in)	Rogers Fund and Edward S. Harkness Gift, 1920					Egypt	Upper Egypt, Thebes			http://www.metmuseum.org/art/collection/search/544214	Metropolitan Museum of Art, New York, NY
17.9.1	True	Egyptian Art	"Figurine, Hippopotamus (""William"")"	Standing Hippopotamus										ca. 1961–1878 B.C.	-1961	-1878	Faience	L. 20 cm (7 7/8 in.); W. 7.5 cm (2 15/16 in.); H. 11.2 cm (4 7/16 in.)	Gift of Edward S. Harkness, 1917					Egypt	Middle Egypt			http://www.metmuseum.org/art/collection/search/544227	Metropolitan Museum of Art, New York, NY
40.3.12	True	Egyptian Art	Scarab, bracelet, Wah	Scarab of the Storehouse Overseer Wah										ca. 1981–1975 B.C.	-1981	-1981	Silver, electrum, glazed steatite, linen cord	"scarab: l. 3.9 cm (1 1/2 in.); w. 2.7 cm (1 1/16 in.); h. 2.5 cm (1 in.); barrel bead: l. 1.4 cm (9/16 in.); diam. 1 cm (3/8 in.); cylindrical bead: l. 1.9 cm (3/4 in.); 0.8 cm (5/16 in.)
overall length: 43 cm (16 15/16 in)"	Rogers Fund and Edward S. Harkness Gift, 1940					Egypt	Upper Egypt, Thebes	,		http://www.metmuseum.org/art/collection/search/544228	Metropolitan Museum of Art, New York, NY
16.1.3a, b	True	Egyptian Art	Necklace, pectoral, Sithathoryunet, Senwosret II	Pectoral and Necklace of Sithathoryunet with the Name of Senwosret II										ca. 1887–1878 B.C.	-1887	-1878	"Gold, carnelian, lapis lazuli, turquoise, garnet (pectoral)
Gold, carnelian, lapis lazuli, turquoise, green feldspar (necklace)"	L. of necklace (b): 82 cm (32 5/16 in.); H. of pectoral (a): 4.5 cm (1 3/4 in.); W. 8.2 cm (3 1/4 in.)	Purchase, Rogers Fund and Henry Walters Gift, 1916					Egypt	Fayum Entrance Area			http://www.metmuseum.org/art/collection/search/544232	Metropolitan Museum of Art, New York, NY
28.9.4	True	Egyptian Art	Writing Board	Writing board										ca. 1981–1802 B.C.	-1981	-1802	Wood, gesso, paint	L. 43 cm (16 15/16 in); w. 19 cm (7 1/2 in)	Gift of Edward S. Harkness, 1928				|	Egypt	Upper Egypt, Thebes or Northern Upper Egypt			http://www.metmuseum.org/art/collection/search/544319	Metropolitan Museum of Art, New York, NY
