accession_number,public_domain,department,object_name,title,Artist Role,Artist Prefix,Artist Display Name,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,object_begin_date,object_end_date,acquisition_type,acquisition_date,city,country,region,classification,rights,web_link,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.95,FALSE,Modern and Contemporary Art,Sculpture,Oval Form with Strings and Color,Artist,,Anish Kapoor,,"Kapoor, Anish",British,1954,2054,1966,1966,1966,Purchase Gift of Hon. and Mrs. Peter I. B. Lavan by exchange,2007,,,,Sculpture,© Bowness Hepworth Estate,http://www.metmuseum.org/art/collection/search/494589,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.32.5,FALSE,Modern and Contemporary Art,Necklace,Necklace,Artist,,El Anatsui,,"Anatsui, El",Ghanaian,1944,2044,ca. 1940,1940,1940,The Muriel Kallis Steinberg Newman Collection Gift of Muriel Kallis Newman,2006,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/494703,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.277a-fff,FALSE,Modern and Contemporary Art,Sculpture,Narva,Maker,,"Elevated Tone Workshop, Guangzhou (Canton)",,Elevated Tone Workshop,,,,1961,1961,1961,Purchase Bequest of Gioconda King by exchange and The Louis S. and Mary Myers Foundation Gift,2006,,,,Sculpture Variable Media,© 2017 Artists Rights Society (ARS) New York,http://www.metmuseum.org/art/collection/search/494943,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.29,FALSE,Modern and Contemporary Art,Sculpture,Untitled,,,,,,,,,2007,2007,2007,Purchase Lila Acheson Wallace Gift and Cynthia Hazen Polsky and Leon B. Polsky Fund,2008,,,,Sculpture,© Anish Kapoor,http://www.metmuseum.org/art/collection/search/495458,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.121,FALSE,Modern and Contemporary Art,Sculpture,Dusasa II,,,,,,,,,2007,2007,2007,Purchase The Raymond and Beverly Sackler 21st Century Art Fund; Stephen and Nan Swid and Roy R. and Marie S. Neuberger Foundation Inc. Gifts; and Arthur Lejwa Fund in honor of Jean Arp,2008,,,,Sculpture,Courtesy of the artist and Jack Shainman Gallery NY,http://www.metmuseum.org/art/collection/search/495553,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89.4.28 a, b",FALSE,Musical Instruments,Tanggu,Tanggu,,,,,,,,,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,Shangai,China,,Membranophone double headed / barrel drum,,http://www.metmuseum.org/art/collection/search/500605,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.64,FALSE,Musical Instruments,Goqing,Goqing,,,,,,,,,19th century,1800,1899,The Crosby Brown Collection of Musical Instruments,1889,,China,,Idiophone Struck bar stone,,http://www.metmuseum.org/art/collection/search/500637,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.94,TRUE,Musical Instruments,Suzu,Suzu,,,,,,,,,17th century,1601,1700,The Crosby Brown Collection of Musical Instruments,1889,Miwa Nara Prefecture,Japan,,Idiophone Shaken crotal bell,,http://www.metmuseum.org/art/collection/search/500655,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.163,FALSE,Musical Instruments,Ta?s (mayuri),Ta?s (mayuri),,,,,,,,,19th century,1800,1899,The Crosby Brown Collection of Musical Instruments,1889,,India,,Chordophone Lute bowed fretted,,http://www.metmuseum.org/art/collection/search/500709,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.154,FALSE,Musical Instruments,Ghanti (bell),Ghanti (bell),,,,,,,,,last half 19th century,1850,1900,The Crosby Brown Collection of Musical Instruments,1889,,India,,Idiophone Struck bell clapper,,http://www.metmuseum.org/art/collection/search/500736,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.213,FALSE,Musical Instruments,Damaru,Damaru,,,,,,,,,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,Tibet,,Membranophone double headed / waisted drum,,http://www.metmuseum.org/art/collection/search/500782,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.300,FALSE,Musical Instruments,S? S?m S?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S? S?m S?i,,,,,,,,,,,,"The Crosby Brown Collection of  Musical Instruments 1889""",The Crosby Brown Collection of  Musical Instruments,1889,Thailand,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/500928,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.492,FALSE,Musical Instruments,Bala,Bala,Maker,,Johann Benedikt Gahn,,"Gahn, Johann Benedikt",German,1674,1711,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,,,Idiophone Struck bar wood,,http://www.metmuseum.org/art/collection/search/501109,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.597,FALSE,Musical Instruments,Chegah-Skah-Hdah,Chegah-Skah-Hdah,Maker,,Thomas Coenraet Boekhout,,"Boekhout, Thomas Coenraet",Dutch,1666,1715,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,United States,Plains States,Idiophone Shaken rattle,,http://www.metmuseum.org/art/collection/search/501213,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.611,FALSE,Musical Instruments,Raven rattle,Raven rattle,Maker,,Claude Laurent,,Claude Laurent,French,1805,1848,19th century,1801,1899,The Crosby Brown Collection of Musical Instruments,1889,Skidegate,Canada,,Idiophone Shaken rattle,,http://www.metmuseum.org/art/collection/search/501227,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.881a-c,TRUE,Musical Instruments,Sea Dragon,Sea Dragon,Culture,,Ganda,,Ganda,,,,17th century,1700,1799,The Crosby Brown Collection of Musical Instruments,1889,,Italy,,Aerophone Reed Vibrated double reed,,http://www.metmuseum.org/art/collection/search/501492,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.909,TRUE,Musical Instruments,Alto Recorder in F,Alto Recorder in F,Maker,,Andreas Naeplaesnigg,,"Naeplaesnigg, Andreas",Germany,1780,1800,ca. 1700,1680,1720,The Crosby Brown Collection of Musical Instruments,1889,Nürnberg,Germany,,Aerophone Whistle Flute recorder,,http://www.metmuseum.org/art/collection/search/501520,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.912,TRUE,Musical Instruments,Soprano Recorder in B,Soprano Recorder in B,,,,,,,,,ca. 1700,1680,1720,The Crosby Brown Collection of Musical Instruments,1889,,Netherlands,,Aerophone Whistle Flute recorder,,http://www.metmuseum.org/art/collection/search/501523,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.924,TRUE,Musical Instruments,Transverse Flute in D-flat,Transverse Flute in D-flat,Maker|Maker,Organ mechanism made by,Lorenz Hauslaib|Steffan Cuntz,,"Hauslaib, Lorenz|Cuntz, Steffan",German|German,1568      |1565      ,1625      |1629      ,1813,1813,1813,The Crosby Brown Collection of Musical Instruments,1889,Paris,France,,Aerophone Blow Hole side blown flute (transverse),,http://www.metmuseum.org/art/collection/search/501534,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.926,FALSE,Musical Instruments,Ennanga,Ennanga,Maker,,Lodewijck Grouwels,,Grouwels Lodewijck,"Flemish, active The Netherlands",1593,1600,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,Uganda,,Chordophone Harp,,http://www.metmuseum.org/art/collection/search/501536,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1097,TRUE,Musical Instruments,Natural Trumpet in D,Natural Trumpet in D,Maker,,Bartolomeo Cristofori,,Cristofori Bartolomeo,Italian,1655,1731,1790,1790,1790,The Crosby Brown Collection of Musical Instruments,1889,Jettingen,Germany,,Aerophone Lip Vibrated trumpet / trombone,,http://www.metmuseum.org/art/collection/search/501675,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1115,TRUE,Musical Instruments,Ceramic Horn,Ceramic Horn,Maker,Attributed to,Kodenji Hayashi,,Hayashi Kodenji,Japanese,1831,1915,late 18th or early 19th century,1767,1833,The Crosby Brown Collection of Musical Instruments,1889,,France,,Aerophone Lip Vibrated horn,,http://www.metmuseum.org/art/collection/search/501691,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1191,TRUE,Musical Instruments,Claviorganum,Claviorganum,,,,,,,,,1598,1598,1598,The Crosby Brown Collection of Musical Instruments,1889,Nürnberg,Germany,,Chordophone Zither plucked virginal,,http://www.metmuseum.org/art/collection/search/501762,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1196,TRUE,Musical Instruments,Double Virginal,Double Virginal,,,,,,,,,1600,1600,1600,The Crosby Brown Collection of Musical Instruments,1889,Middelburg,The Netherlands,,Chordophone Zither plucked virginal,,http://www.metmuseum.org/art/collection/search/501767,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1219,TRUE,Musical Instruments,Grand Piano,Grand Piano,,,,,,,,,1720,1720,1720,The Crosby Brown Collection of Musical Instruments,1889,Florence,Italy,,Chordophone Zither struck piano,,http://www.metmuseum.org/art/collection/search/501788,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1236,TRUE,Musical Instruments,O-daiko,O-daiko,,,,,,,,,ca. 1873,1873,1873,The Crosby Brown Collection of Musical Instruments,1889,Tohshima,Japan,,Membranophone double headed / barrel drum,,http://www.metmuseum.org/art/collection/search/501802,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1310,FALSE,Musical Instruments,Tombak,Tombak,,,,,,,,,late 19th century,1850,1900,The Crosby Brown Collection of Musical Instruments,1889,,Iran (Persia),,Membranophone,,http://www.metmuseum.org/art/collection/search/501876,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89.4.1465 a, b",FALSE,Musical Instruments,Saùng-Gauk,Saùng-Gauk,Designer|Artist|Artist,,Michele Todini|Basilio Onofri|Jacob Reiff,", designer|, gilt work|, carving","Todini, Michele|Onofri, Basilio|Reiff, Jacob","Italian|Italian|Austrian, active Rome",1616      |1650      |1650      ,1690      |1700      |1700      ,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,Mandalay?,Myanmar (formerly Burma),,Chordophone Harp,,http://www.metmuseum.org/art/collection/search/502040,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1473,FALSE,Musical Instruments,Mi-gyaung,Mi-gyaung,,,,,,,,,late 19th century,1850,1900,The Crosby Brown Collection of Musical Instruments,1889,,Myanmar (formerly Burma),,Chordophone Zither plucked,,http://www.metmuseum.org/art/collection/search/502048,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1489,FALSE,Musical Instruments,Sesando,Sesando,Maker,,Sioux,,Sioux,,,,late 19th century,1890,1900,The Crosby Brown Collection of Musical Instruments,1889,Nusa Tenggara,Indonesia,,Chordophone Zither plucked tube,,http://www.metmuseum.org/art/collection/search/502064,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1778,TRUE,Musical Instruments,Rectangular Octave Virginal,Rectangular Octave Virginal,Maker,,Athabascan Family,,Athabascan Family,,,,ca. 1600,1580,1620,The Crosby Brown Collection of Musical Instruments,1889,Augsburg?,Germany,,Chordophone Zither plucked virginal,,http://www.metmuseum.org/art/collection/search/502325,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.2929a–e,TRUE,Musical Instruments,Harpsichord,Harpsichord,,,,,,,,,ca. 1670,1665,1675,The Crosby Brown Collection of Musical Instruments,1889,Rome,Italy,,Chordophone Zither plucked harpsichord,,http://www.metmuseum.org/art/collection/search/502377,Metropolitan Museum of Art New York NY," and George A. Hearn and Kathryn E. Hurd Funds""	2005				Paintings	© Robert Rauschenberg Foundation	http://www.metmuseum.org/art/collection/search/494509	""Metropolitan Museum of Art", New York," NY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.1803,FALSE,Musical Instruments,Densho,Densho,,,,,,,,,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,Japan,,Idiophone Struck bell without clapper,,http://www.metmuseum.org/art/collection/search/502402,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.2058,FALSE,Musical Instruments,Whistle,Whistle,Maker,,Antonio Stradivari,,"Stradivari, Antonio",Italian,1644,1737,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,,,Aerophone Whistle Flute whistle,,http://www.metmuseum.org/art/collection/search/502625,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89.4.2631 a, b",FALSE,Musical Instruments,Tsii'edo'a'tl,Tsii'edo'a'tl,Maker,,Antonio Stradivari,,"Stradivari, Antonio",Italian,1644,1737,19th century,1800,1899,The Crosby Brown Collection of Musical Instruments,1889,,United States,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/502761,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.2957,FALSE,Musical Instruments,Sh?,Sh?,,,,,,,,,19th century,1801,1900,The Crosby Brown Collection of Musical Instruments,1889,,Japan,,Aerophone Free Reed mouth organ,,http://www.metmuseum.org/art/collection/search/502833,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4.3371,FALSE,Musical Instruments,Courting Flute (siyotanka),Courting flute (siyotanka),Maker,,Antonio Stradivari,,"Stradivari, Antonio",Italian,1644,1737,ca. 1850–1900,1850,1900,The Crosby Brown Collection of Musical Instruments,1889,,United States,Great Plains,Aerophone Blow Hole end blown flute (vertical),,http://www.metmuseum.org/art/collection/search/502914,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.86.1 a,TRUE,Musical Instruments,Violin,"""The Antonius"" Violin",Designer|Manufacturer,,George Henry Blake|Érard,", made in London","Blake, George Henry|Érard",,1780,1959,1711,1711,1711,Bequest of Annie Bolton Matthews Bryant,1933,Cremona,Italy,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/503008,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.86.2 a,TRUE,Musical Instruments,Violin,"""The Francesca"" Violin",,,,,,,,,1694,1694,1694,Bequest of Annie Bolton Matthews Bryant,1933,Cremona,Italy,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/503010,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53.6 a, b",TRUE,Musical Instruments,Spinet,Spinet,,,,,,,,,1540,1501,1600,Purchase Joseph Pulitzer Bequest,1953,Venice,Italy,,Chordophone Zither plucked virginal,,http://www.metmuseum.org/art/collection/search/503043,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.86 a-c,TRUE,Musical Instruments,Violin,"""The Gould"" Violin",,,,,,,,,1693,1693,1693,Gift of George Gould,1955,Cremona,Italy,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/503045,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.76,TRUE,Musical Instruments,Grand Pianoforte,Grand Pianoforte,Maker,,Mamadou Koyate (bridge by Djimo Koyate),,Koyate Mamadou,,,,ca. 1840,1820,1860,Gift of Mrs. Henry McSweeney,1959,London,United Kingdom,,Chordophone Zither struck piano,,http://www.metmuseum.org/art/collection/search/503046,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.101.1409,TRUE,Musical Instruments,Mandora,Mandora,Maker,Attributed to,Giacomo (Jacob) Ertel,,"Ertel, Giacomo (Jacob)",German,1646,1711,ca. 1420,1400,1440,Gift of Irwin Untermyer,1964,Milan?,Italy,,Chordophone Lute,,http://www.metmuseum.org/art/collection/search/503048,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65.149 a, b",TRUE,Musical Instruments,Dizi,Dizi,,,,,,,,,late 18th–early 19th century,1790,1805,Gift of Rolf Jacoby,1965,,China or Korea,,Aerophone Blow Hole side blown flute (transverse),,http://www.metmuseum.org/art/collection/search/503050,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.62.2,FALSE,Musical Instruments,Sho,Sho,,,,,,,,,19th century,1801,1900,Rogers Fund,1968,,Japan,,Aerophone Free Reed mouth organ,,http://www.metmuseum.org/art/collection/search/503052,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.59,FALSE,Musical Instruments,Kora,Kora,,,,,,,,,ca. 1960,1955,1965,Rogers Fund,1975,,Senegal,,Chordophone Harp,,http://www.metmuseum.org/art/collection/search/503060,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984.225,TRUE,Musical Instruments,Guitar,Guitar,Maker,,Kim Kwang Ju,,"Kim, Kwang Ju",,,,late 17th century,1667,1700,Purchase Rogers Fund Mrs. Peter Nicholas University of Chicago Club of New York Mrs. Henry J. Heinz II and Lowell S. Smith and Sally Sanford Gifts The Crosby Brown Collection of Musical Instruments by exchange and funds from various donors,1984,Rome,Italy,,Chordophone Lute plucked fretted,,http://www.metmuseum.org/art/collection/search/503155,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977.454.17,FALSE,Musical Instruments,Drum,Drum,Maker,labeled,Richard Meares,,"Meares, Richard",English,1647,1725,early 20th century,1900,1925,Gift of Raymond E. Britt Sr.,1977,,Ghana,,Membranophone single headed / kettle drum,,http://www.metmuseum.org/art/collection/search/503160,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.32,FALSE,Musical Instruments,Dadabuan,Dadabuan,Maker,Attributed to,Christian Kintzing,,Kintzing Christian,German,1707,1804,19th century,1801,1900,Rogers Fund,1982,Mindanao,Philippines,,Membranophone single headed / goblet drum,,http://www.metmuseum.org/art/collection/search/503200,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.143.2,FALSE,Musical Instruments,Sarangi,Sarangi,Maker,,Hermann Hauser,,"Hauser, Hermann",German,1882,1952,ca. 1900,1890,1910,Gift of Mrs. Harold H. Krechmer in memory of her husband Harold H. Krechmer,1982,,India,,Chordophone Lute bowed unfretted,,http://www.metmuseum.org/art/collection/search/503204,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.171.1,FALSE,Musical Instruments,Chongak Kayagum,Chongak Kayagum,Maker,Workshop of,Manuel Ramírez,,"Ramírez, Manuel",Spanish,1864,1916,ca. 1980,1975,1985,Gift of Korean Cultural Service,1982,,Korea,,Chordophone Zither plucked long zither,,http://www.metmuseum.org/art/collection/search/503206,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.324,TRUE,Musical Instruments,Viola da Gamba,Viola da Gamba,,,,,,,,,ca. 1680,1660,1700,Purchase Louis V. Bell Fund Mrs. Vincent Astor Gift and funds from various donors,1982,London,United Kingdom,,Chordophone Lute bowed fretted,,http://www.metmuseum.org/art/collection/search/503219,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986.239,TRUE,Musical Instruments,Clavichord,Clavichord,,,,,,,,,1763,1763,1763,Purchase The Crosby Brown Collection of Musical Instruments by exchange; Rogers Fund; The Barrington Foundation Inc. Gift; Gifts of Risa and David Bernstein Carroll C. Beverly and Garry S. Bratman Miss Alice Getty and Erica D. White by exchange; and funds from various donors by exchange,1986,Neuwied,Germany,,Chordophone Zither struck clavichord,,http://www.metmuseum.org/art/collection/search/503271,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986.353.1,FALSE,Musical Instruments,Guitar,Guitar,Maker,Attributed to,Matteo Sellas,,"Sellas, Matteo",German (active Italy),1599,1654,1937,1937,1937,Gift of Emilita Segovia Marquessa of Salobreña,1986,Munich,Germany,,Chordophone Lute plucked fretted,,http://www.metmuseum.org/art/collection/search/503282,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
